Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,21912,2023-02-23,-0.503676474,-0.522247804,-0.444658955,21,100
Market-Adjusted Model,21913,2023-02-23,-0.559566776,-0.600082168,-0.500549256,21,100
Market-Adjusted Model,21914,2023-02-23,0.0028790532,0.0626525343,0.0618965725,21,100
Market-Adjusted Model,21915,2023-02-23,0.0060120673,0.0668310267,0.0650295866,21,100
Market-Adjusted Model,21916,2023-02-23,-0.153419584,-0.09320643,-0.094402065,21,100
Market-Adjusted Model,21917,2023-02-23,-0.030214636,0.0293272907,0.0288028836,21,100
Market-Adjusted Model,21918,2023-02-23,-0.037030999,0.0226452617,0.0219865207,21,100
Market-Adjusted Model,21919,2023-02-23,-0.021316577,0.0383167652,0.0377009421,21,100
Market-Adjusted Model,21920,2023-02-23,-0.442857138,-0.470785404,-0.383839619,21,100
Market-Adjusted Model,21921,2023-02-23,0.0050658758,0.0649208678,0.0640833951,21,100
Market-Adjusted Model,21922,2023-02-23,-0.413079727,-0.439222411,-0.354062208,21,100
Market-Adjusted Model,21923,2023-02-23,-0.328519846,-0.29996914,-0.269502326,21,100
Market-Adjusted Model,21924,2023-02-23,0.0063405523,0.0662132135,0.0653580716,21,100
Market-Adjusted Model,21925,2023-02-23,0.0050000191,0.064783172,0.0640175384,21,100
Market-Adjusted Model,21926,2023-02-23,-0.100234658,-0.033152787,-0.041217139,21,100
Market-Adjusted Model,21927,2023-02-23,-0.108073738,-0.05284872,-0.049056219,21,100
Market-Adjusted Model,21928,2023-02-23,-0.039773811,0.0213290194,0.0192437088,21,100
Market-Adjusted Model,21930,2023-02-23,-0.148041634,-0.070736033,-0.089024114,21,100
Market-Adjusted Model,21931,2023-02-23,-0.526354805,-0.419231671,-0.467337285,21,100
Market-Adjusted Model,21932,2023-02-23,0.0086193688,0.0683636573,0.0676368881,21,100
Market-Adjusted Model,21933,2023-02-23,-0.176706847,-0.120181943,-0.117689328,21,100
Market-Adjusted Model,21934,2023-02-23,0.0059730678,0.0657285619,0.0649905871,21,100
Market-Adjusted Model,21935,2023-02-23,-0.440000021,-0.497808697,-0.380982501,21,100
Market-Adjusted Model,21936,2023-02-23,-0.094746529,-0.038444309,-0.03572901,21,100
Market-Adjusted Model,21938,2023-02-23,-0.18704538,-0.078875031,-0.12802786,21,100
Market-Adjusted Model,21939,2023-02-23,-0.264727794,-0.234976522,-0.205710275,21,100
Market-Adjusted Model,21940,2023-02-23,-0.343461505,-0.348417698,-0.284443985,21,100
Market-Adjusted Model,21941,2023-02-23,-0.191666673,-0.142035676,-0.132649154,21,100
Market-Adjusted Model,21942,2023-02-23,-0.131329171,-0.051349893,-0.072311651,21,100
Market-Adjusted Model,21943,2023-02-23,0.0094058721,0.0727274906,0.0684233914,21,100
Market-Adjusted Model,21946,2023-02-23,0.0080529841,0.0682532098,0.0670705035,21,100
Market-Adjusted Model,21947,2023-02-23,-0.259933154,-0.219981885,-0.200915634,21,100
Market-Adjusted Model,21948,2023-02-23,0.0108952882,0.070644948,0.0699128075,21,100
Market-Adjusted Model,21949,2023-02-23,-0.402384473,-0.429536247,-0.343366954,21,100
Market-Adjusted Model,21950,2023-02-23,-0.040746984,0.0516704795,0.0182705353,21,100
Market-Adjusted Model,21954,2023-02-23,0.0103498806,0.0700868404,0.0693673999,21,100
Market-Adjusted Model,21955,2023-02-23,0.1299999926,0.2269615258,0.1890175119,21,100
Market-Adjusted Model,21956,2023-02-23,-0.032434855,0.0305278563,0.0265826639,21,100
Market-Adjusted Model,21957,2023-02-23,0.2032967203,0.2719157035,0.2623142396,21,100
Market-Adjusted Model,21959,2023-02-23,0.1853013001,0.2516476995,0.2443188194,21,100
Market-Adjusted Model,21962,2023-02-23,-0.008498574,0.0590015877,0.050518945,21,100
Market-Adjusted Model,21963,2023-02-23,0.0052706612,0.0650315213,0.0642881805,21,100
Market-Adjusted Model,21964,2023-02-23,-0.083397108,-0.02288264,-0.024379588,21,100
Market-Adjusted Model,21965,2023-02-23,-0.468499525,-0.507284325,-0.409482005,21,100
Market-Adjusted Model,21966,2023-02-23,0.0147059387,0.0748889867,0.073723458,21,100
Market-Adjusted Model,21967,2023-02-23,0.0319829638,0.1056067754,0.0910004831,21,100
Market-Adjusted Model,21969,2023-02-23,0.0024988079,0.0622765277,0.0615163273,21,100
Market-Adjusted Model,21970,2023-02-23,0.1152993724,0.2164540758,0.1743168917,21,100
Market-Adjusted Model,21971,2023-02-23,-0.003809521,0.0567282754,0.0552079981,21,100
Market-Adjusted Model,21972,2023-02-23,-0.0512164,0.0078797664,0.0078011197,21,100
Market-Adjusted Model,21973,2023-02-23,-0.069243106,-0.011202125,-0.010225586,21,100
Market-Adjusted Model,21974,2023-02-23,0.0039564753,0.0637446919,0.0629739947,21,100
Market-Adjusted Model,21975,2023-02-23,-0.141935427,-0.09035523,-0.082917908,21,100
Market-Adjusted Model,21976,2023-02-23,-0.045185549,0.0150064242,0.01383197,21,100
Market-Adjusted Model,21977,2023-02-23,-0.065907165,-0.005489752,-0.006889645,21,100
Market-Adjusted Model,21978,2023-02-23,-0.205627671,-0.165575385,-0.146610151,21,100
Market-Adjusted Model,21981,2023-02-23,-0.025537611,0.0340932363,0.0334799088,21,100
Market-Adjusted Model,21982,2023-02-23,-0.023684252,0.0360727635,0.0353332676,21,100
Market-Adjusted Model,21983,2023-02-23,-0.062637765,-0.003908653,-0.003620245,21,100
Market-Adjusted Model,21984,2023-02-23,-0.075421727,-0.017556356,-0.016404208,21,100
Market-Adjusted Model,21985,2023-02-23,-0.023634957,0.0367815708,0.0353825618,21,100
Market-Adjusted Model,21986,2023-02-23,-0.035714317,0.0242611502,0.0233032025,21,100
Market-Adjusted Model,21989,2023-02-23,-0.126107054,-0.071371622,-0.067089534,21,100
Market-Adjusted Model,21991,2023-02-23,-0.029629918,0.0305723918,0.0293876018,21,100
Market-Adjusted Model,21992,2023-02-23,-0.013340742,0.0463872279,0.0456767774,21,100
Market-Adjusted Model,21994,2023-02-23,-0.013661111,0.0467072858,0.0453564085,21,100
Market-Adjusted Model,21997,2023-02-23,-0.027526855,0.0325452907,0.0314906643,21,100
Market-Adjusted Model,21998,2023-02-23,-0.037411179,-0.019955159,-0.019719936,8,100
Market-Adjusted Model,21999,2023-02-23,-0.143583888,-0.082392941,-0.084566368,21,100
Market-Adjusted Model,22001,2023-02-23,-0.104097483,-0.048591643,-0.045079964,21,100
Market-Adjusted Model,22002,2023-02-23,-0.056756325,0.0030698909,0.0022611945,21,100
Market-Adjusted Model,22003,2023-02-23,-0.027108476,0.0400469787,0.0319090435,21,100
Market-Adjusted Model,22004,2023-02-23,-0.080093415,-0.021779041,-0.021075895,21,100
Market-Adjusted Model,22006,2023-02-23,-0.195170991,-0.142144588,-0.136153472,21,100
Market-Adjusted Model,22009,2023-02-23,-0.015979088,0.0439600341,0.0430384314,21,100
Market-Adjusted Model,22010,2023-02-23,-0.039768635,0.0201074584,0.0192488846,21,100
Market-Adjusted Model,22011,2023-02-23,-0.027939053,0.031676182,0.0310784665,21,100
Market-Adjusted Model,22012,2023-02-23,-0.031890344,0.0277856854,0.027127175,21,100
Market-Adjusted Model,22013,2023-02-23,-0.029891025,0.0300966189,0.0291264944,21,100
Market-Adjusted Model,22014,2023-02-23,-0.057108329,0.0019893001,0.0019091908,21,100
Market-Adjusted Model,22018,2023-02-23,-0.068313964,-0.009117618,-0.009296444,21,100
Market-Adjusted Model,22019,2023-02-23,-0.022848153,0.0370653678,0.0361693668,21,100
Market-Adjusted Model,22020,2023-02-23,-0.011578218,0.0482290362,0.0474393011,21,100
Market-Adjusted Model,22021,2023-02-23,-0.034510567,0.0253156835,0.0245069519,21,100
Market-Adjusted Model,22022,2023-02-23,-0.019241588,0.0404348263,0.0397759314,21,100
Market-Adjusted Model,22027,2023-02-23,-0.112931064,-0.051133035,-0.053913544,21,100
Market-Adjusted Model,22028,2023-02-23,-0.01792089,0.041757808,0.0410966296,21,100
Market-Adjusted Model,22029,2023-02-23,-0.028084663,0.0314089314,0.0309328561,21,100
Market-Adjusted Model,22030,2023-02-23,-0.064752192,-0.005696534,-0.005734673,21,100
Market-Adjusted Model,22033,2023-02-23,-0.04414284,0.0155949113,0.0148746793,21,100
Market-Adjusted Model,22034,2023-02-23,-0.0451758,0.0147488945,0.0138417189,21,100
Market-Adjusted Model,22035,2023-02-23,0.0172589497,0.0777447396,0.0762764691,21,100
Market-Adjusted Model,22036,2023-02-23,-0.008793528,0.051325472,0.0502239915,21,100
Market-Adjusted Model,22037,2023-02-23,-0.00748717,0.0523451676,0.0515303492,21,100
Market-Adjusted Model,22039,2023-02-23,-0.085271293,-0.015389681,-0.026253774,21,100
Market-Adjusted Model,22040,2023-02-23,-0.048677837,0.0103323383,0.0103396821,21,100
Market-Adjusted Model,22041,2023-02-23,-0.035558446,0.023855537,0.0234590732,21,100
Market-Adjusted Model,22042,2023-02-23,-0.034788289,0.0246042944,0.0242292304,21,100
Market-Adjusted Model,22045,2023-02-23,-0.042894053,0.0170195186,0.0161234662,21,100
Market-Adjusted Model,22046,2023-02-23,-0.06884297,-0.010522163,-0.009825451,21,100
Market-Adjusted Model,22048,2023-02-23,-0.018271574,0.0413868133,0.0407459454,21,100
Market-Adjusted Model,22049,2023-02-23,-0.090152267,-0.030889218,-0.031134748,21,100
Market-Adjusted Model,22050,2023-02-23,-0.063746305,-0.003383866,-0.004728786,21,100
Market-Adjusted Model,22051,2023-02-23,-0.017610559,0.0468891841,0.0414069602,21,100
Market-Adjusted Model,22052,2023-02-23,-0.028646232,0.0307854751,0.0303712875,21,100
Market-Adjusted Model,22053,2023-02-23,0.0152298561,0.086209705,0.0742473754,21,100
Market-Adjusted Model,22054,2023-02-23,-0.060821451,-0.001444231,-0.001803932,21,100
Market-Adjusted Model,22055,2023-02-23,-0.021882814,0.0378286653,0.0371347052,21,100
Market-Adjusted Model,22056,2023-02-23,-0.017913156,0.0419009833,0.0411043628,21,100
Market-Adjusted Model,22057,2023-02-23,0.0018782616,0.0616385954,0.0608957809,21,100
Market-Adjusted Model,22060,2023-02-23,-0.014128134,0.0456871677,0.0448893853,21,100
Market-Adjusted Model,22065,2023-02-23,-0.083429616,-0.025897293,-0.024412097,21,100
Market-Adjusted Model,22068,2023-02-23,-0.017272894,0.0424131032,0.0417446251,21,100
Market-Adjusted Model,22069,2023-02-23,-0.000973732,0.0439018693,0.058043787,21,100
Market-Adjusted Model,22070,2023-02-23,0.0067688261,0.0665100152,0.0657863454,21,100
Market-Adjusted Model,22071,2023-02-23,0.0072498602,0.0670880128,0.0662673795,21,100
Market-Adjusted Model,22072,2023-02-23,0.0059288959,0.0657493859,0.0649464152,21,100
Market-Adjusted Model,22076,2023-02-23,0.0108910533,0.0709361965,0.0699085726,21,100
Market-Adjusted Model,22077,2023-02-23,-0.035015939,0.0323662837,0.0240015803,21,100
Market-Adjusted Model,22078,2023-02-23,-0.280701769,-0.238828177,-0.22168425,21,100
Market-Adjusted Model,22079,2023-02-23,-0.114358951,-0.054923468,-0.055341432,21,100
Market-Adjusted Model,22080,2023-02-23,-0.121733117,-0.065371841,-0.062715598,21,100
Market-Adjusted Model,22081,2023-02-23,-0.226988385,-0.179255523,-0.167970865,21,100
Market-Adjusted Model,22084,2023-02-23,-0.091832841,0.0004839025,-0.032815322,21,100
Market-Adjusted Model,22085,2023-02-23,-0.16759775,-0.112597318,-0.108580231,21,100
Market-Adjusted Model,22086,2023-02-23,-0.026387625,0.04625084,0.0326298946,21,100
Market-Adjusted Model,22087,2023-02-23,-0.14362561,-0.092084629,-0.08460809,21,100
Market-Adjusted Model,22088,2023-02-23,-0.124103964,-0.048309962,-0.065086444,21,100
Market-Adjusted Model,22089,2023-02-23,-0.010916966,0.0627557832,0.0481005531,21,100
Market-Adjusted Model,22092,2023-02-23,0.1186441155,0.1967302143,0.1776616348,21,100
Market-Adjusted Model,22094,2023-02-23,0.0698926087,0.1310969083,0.128910128,21,100
Market-Adjusted Model,22095,2023-02-23,-0.018546036,0.0413012665,0.0404714833,21,100
Market-Adjusted Model,22096,2023-02-23,-0.265492918,-0.228826919,-0.206475398,21,100
Market-Adjusted Model,22097,2023-02-23,0.0033092011,0.0632354681,0.0623267204,21,100
Market-Adjusted Model,22098,2023-02-23,0.0251725879,0.0860878979,0.0841901072,21,100
Market-Adjusted Model,22099,2023-02-23,-0.104888917,-0.048650751,-0.045871398,21,100
Market-Adjusted Model,22100,2023-02-23,0.0039721912,0.0639289072,0.0629897105,21,100
Market-Adjusted Model,22101,2023-02-23,-0.071256272,-0.012906502,-0.012238753,21,100
Market-Adjusted Model,22103,2023-02-23,-0.079334404,-0.01917974,-0.020316884,21,100
Market-Adjusted Model,22105,2023-02-23,-0.073750693,-0.015148207,-0.014733173,21,100
Market-Adjusted Model,22106,2023-02-23,-0.079871992,-0.020325519,-0.020854473,21,100
Market-Adjusted Model,22107,2023-02-23,-0.064714821,-0.005881817,-0.005697301,21,100
Market-Adjusted Model,22108,2023-02-23,-0.080472722,-0.021760566,-0.021455202,21,100
Market-Adjusted Model,22109,2023-02-23,-0.039817498,0.0203875288,0.0192000211,21,100
Market-Adjusted Model,22110,2023-02-23,-0.023133571,0.0365164703,0.0358839482,21,100
Market-Adjusted Model,22111,2023-02-23,-0.067897512,-0.00951421,-0.008879993,21,100
Market-Adjusted Model,22113,2023-02-23,-0.036473349,0.0231076856,0.0225441703,21,100
Market-Adjusted Model,22114,2023-02-23,-0.051589448,0.0079881846,0.0074280711,21,100
Market-Adjusted Model,22115,2023-02-23,-0.140425503,-0.086795457,-0.081407983,21,100
Market-Adjusted Model,22116,2023-02-23,-0.024925977,0.0355968991,0.0340915419,21,100
Market-Adjusted Model,22117,2023-02-23,-0.024699711,0.0362266083,0.0343178084,21,100
Market-Adjusted Model,22118,2023-02-23,-0.08866627,-0.031777239,-0.02964875,21,100
Market-Adjusted Model,22119,2023-02-23,-0.032739443,0.0269930652,0.0262780763,21,100
Market-Adjusted Model,22120,2023-02-23,-0.028651021,0.0315308395,0.0303664986,21,100
Market-Adjusted Model,22121,2023-02-23,-0.035893132,0.0236634676,0.0231243872,21,100
Market-Adjusted Model,22122,2023-02-23,-0.006403837,0.0534581684,0.0526136827,21,100
Market-Adjusted Model,22123,2023-02-23,-0.02591252,0.033756123,0.0331049992,21,100
Market-Adjusted Model,22124,2023-02-23,-0.044602572,0.0150939928,0.0144149475,21,100
Market-Adjusted Model,22125,2023-02-23,-0.029046984,0.0306999728,0.029970535,21,100
Market-Adjusted Model,22126,2023-02-23,-0.02028269,0.0394820665,0.0387348289,21,100
Market-Adjusted Model,22127,2023-02-23,0.0057734414,0.065632418,0.0647909607,21,100
Market-Adjusted Model,22128,2023-02-23,-0.076986782,-0.017652115,-0.017969263,21,100
Market-Adjusted Model,22129,2023-02-23,-0.146606898,-0.09340186,-0.087589378,21,100
Market-Adjusted Model,22130,2023-02-23,-0.248641705,-0.207114985,-0.189624186,21,100
Market-Adjusted Model,22131,2023-02-23,-0.06061159,-0.001925249,-0.001594071,21,100
Market-Adjusted Model,22132,2023-02-23,-0.30434778,-0.282647485,-0.245330261,21,100
Market-Adjusted Model,22133,2023-02-23,-0.108177813,-0.05110171,-0.049160294,21,100
Market-Adjusted Model,22134,2023-02-23,0.066373636,0.1249696652,0.1253911553,21,100
Market-Adjusted Model,22135,2023-02-23,0.0703768601,0.1332616434,0.1293943795,21,100
Market-Adjusted Model,22137,2023-02-23,-0.125195439,-0.072106448,-0.066177919,21,100
Market-Adjusted Model,22140,2023-02-23,-0.064425892,-0.005653557,-0.005408372,21,100
Market-Adjusted Model,22141,2023-02-23,-0.002030747,0.0577327453,0.0569867722,21,100
Market-Adjusted Model,22142,2023-02-23,-0.03664123,0.0228863966,0.0223762895,21,100
Market-Adjusted Model,22143,2023-02-23,-0.025869028,0.0338093051,0.0331484913,21,100
Market-Adjusted Model,22144,2023-02-23,-0.024126441,0.0355653382,0.0348910785,21,100
Market-Adjusted Model,22145,2023-02-23,-0.143965519,-0.092915922,-0.084948,21,100
Market-Adjusted Model,22149,2023-02-23,-0.0086705,0.0539182941,0.0503470188,21,100
Market-Adjusted Model,22150,2023-02-23,-0.142910779,-0.082216184,-0.08389326,21,100
Market-Adjusted Model,22151,2023-02-23,-0.037411657,0.0237536667,0.0216058627,21,100
Market-Adjusted Model,22152,2023-02-23,-0.031272441,0.0294654279,0.0277450779,21,100
Market-Adjusted Model,22153,2023-02-23,-0.103321752,-0.045964342,-0.044304233,21,100
Market-Adjusted Model,22156,2023-02-23,-0.05898333,-0.000145625,0.0000341891,21,100
Market-Adjusted Model,22158,2023-02-23,-0.274509775,-0.243534683,-0.215492256,21,100
Market-Adjusted Model,22159,2023-02-23,-0.282948624,-0.239481346,-0.223931105,21,100
Market-Adjusted Model,22160,2023-02-23,0.0124452988,0.0729550213,0.0714628181,21,100
Market-Adjusted Model,22161,2023-02-23,-0.106094766,-0.049135801,-0.047077246,21,100
Market-Adjusted Model,22164,2023-02-23,-0.063575458,-0.00486521,-0.004557939,21,100
Market-Adjusted Model,22166,2023-02-23,0.0069239024,0.0666669598,0.0659414217,21,100
Market-Adjusted Model,22167,2023-02-23,0.009396664,0.0691355816,0.0684141833,21,100
Market-Adjusted Model,22168,2023-02-23,-0.159457177,-0.095823265,-0.100439657,21,100
Market-Adjusted Model,22169,2023-02-23,-0.028720598,0.0349197391,0.0302969216,21,100
Market-Adjusted Model,22172,2023-02-23,0.0092278067,0.0690736233,0.068245326,21,100
Market-Adjusted Model,22173,2023-02-23,0.0014598875,0.0095446334,0.0096849711,4,100
Market-Adjusted Model,22174,2023-02-23,-0.248730917,-0.210140376,-0.189713398,21,100
Market-Adjusted Model,22175,2023-02-23,-0.081521705,-0.004832492,-0.022504186,21,100
Market-Adjusted Model,22176,2023-02-23,-0.070965773,-0.012552997,-0.011948254,21,100
Market-Adjusted Model,22177,2023-02-23,-0.221259799,-0.165062785,-0.16224228,21,100
Market-Adjusted Model,22178,2023-02-23,-0.276923119,-0.227084054,-0.2179056,21,100
Market-Adjusted Model,22179,2023-02-23,-0.266666652,-0.234727933,-0.207649132,21,100
Market-Adjusted Model,22180,2023-02-23,0.0089910242,0.0687236935,0.0680085435,21,100
Market-Adjusted Model,22181,2023-02-23,-0.030054687,0.2141339089,0.028962832,21,100
Market-Adjusted Model,22182,2023-02-23,-0.014930921,0.0540797414,0.0440865985,21,100
Market-Adjusted Model,22183,2023-02-23,0.0187499816,0.096225249,0.077767501,21,100
Market-Adjusted Model,22184,2023-02-23,-0.174236147,-0.121969935,-0.115218627,21,100
Market-Adjusted Model,22185,2023-02-23,-0.110012724,-0.033228282,-0.050995205,21,100
Market-Adjusted Model,22186,2023-02-23,-0.362500012,-0.376284092,-0.303482492,21,100
Market-Adjusted Model,22187,2023-02-23,0.0063014615,0.0660843927,0.0653189808,21,100
Market-Adjusted Model,22188,2023-02-23,0.0039350674,0.0636971961,0.0629525868,21,100
Market-Adjusted Model,22191,2023-02-23,-0.145494044,-0.085131883,-0.086476525,21,100
Market-Adjusted Model,22192,2023-02-23,0.0376984138,0.1425619529,0.0967159331,21,100
Market-Adjusted Model,22193,2023-02-23,-0.160259114,-0.041631408,-0.101241595,21,100
Market-Adjusted Model,22194,2023-02-23,-0.077319631,0.0029330281,-0.018302112,21,100
Market-Adjusted Model,22195,2023-02-23,-0.019083969,0.0405983969,0.0399335507,21,100
Market-Adjusted Model,22196,2023-02-23,-0.248554932,-0.217785244,-0.189537413,21,100
Market-Adjusted Model,22199,2023-02-23,0.2578459136,0.3013087951,0.3168634329,21,100
Market-Adjusted Model,22200,2023-02-23,-0.13913041,-0.064098285,-0.08011289,21,100
Market-Adjusted Model,22201,2023-02-23,0.5626305235,0.5880450876,0.6073322191,12,100
Market-Adjusted Model,22203,2023-02-23,-0.399074106,-0.392871458,-0.340056587,21,100
Market-Adjusted Model,22204,2023-02-23,-0.06110104,0.0020048932,-0.00208352,21,100
Market-Adjusted Model,22205,2023-02-23,0.0795136086,0.1070943257,0.1062525801,18,100
Market-Adjusted Model,22206,2023-02-23,0.0539682777,0.1208304336,0.112985797,21,100
Market-Adjusted Model,22207,2023-02-23,0.0611593584,0.1346578145,0.1201768777,21,100
Market-Adjusted Model,22208,2023-02-23,-0.031326109,0.0282346475,0.0276914102,21,100
Market-Adjusted Model,22209,2023-02-23,0.2974909604,0.3752040708,0.3565084797,21,100
Market-Adjusted Model,22210,2023-02-23,-0.058035658,0.0134015167,0.0009818618,21,100
Market-Adjusted Model,22211,2023-02-23,-0.402985082,-0.412999561,-0.343967563,21,100
Market-Adjusted Model,22212,2023-02-23,0.0060000419,0.0657604907,0.0650175613,21,100
Market-Adjusted Model,22213,2023-02-23,0.2692308069,0.3103222515,0.3282483262,21,100
