Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,21512,2023-02-23,-0.034188003,0.0405208128,0.0248295159,21,100
Market-Adjusted Model,21513,2023-02-23,-0.232005898,-0.191591119,-0.172988379,21,100
Market-Adjusted Model,21516,2023-02-23,-0.26861702,-0.240112412,-0.2095995,21,100
Market-Adjusted Model,21517,2023-02-23,-0.089385458,-0.024529806,-0.030367939,21,100
Market-Adjusted Model,21518,2023-02-23,-0.124755596,-0.050902162,-0.065738076,21,100
Market-Adjusted Model,21519,2023-02-23,-0.351727281,-0.323435478,-0.292709762,21,100
Market-Adjusted Model,21520,2023-02-23,0.1370967414,0.3212478304,0.1961142607,21,100
Market-Adjusted Model,21521,2023-02-23,0.0079601912,0.0676970369,0.0669777105,21,100
Market-Adjusted Model,21525,2023-02-23,-0.202416946,-0.14835315,-0.143399426,21,100
Market-Adjusted Model,21526,2023-02-23,-0.124636424,-0.05886237,-0.065618905,21,100
Market-Adjusted Model,21527,2023-02-23,-0.464305183,-0.196836178,-0.405287664,21,100
Market-Adjusted Model,21528,2023-02-23,0.0182926621,0.0900083891,0.0773101814,21,100
Market-Adjusted Model,21529,2023-02-23,-0.319870759,-0.306319709,-0.26085324,21,100
Market-Adjusted Model,21532,2023-02-23,0.0061204879,0.0658740608,0.0651380072,21,100
Market-Adjusted Model,21533,2023-02-23,-0.111242556,-0.051086366,-0.052225036,21,100
Market-Adjusted Model,21534,2023-02-23,-0.13157894,-0.037636548,-0.07256142,21,100
Market-Adjusted Model,21535,2023-02-23,0.0052267748,0.064987238,0.0642442941,21,100
Market-Adjusted Model,21536,2023-02-23,0.0521739517,0.12072074,0.111191471,21,100
Market-Adjusted Model,21537,2023-02-23,0.006907003,0.0666686692,0.0659245223,21,100
Market-Adjusted Model,21538,2023-02-23,0.0588832108,0.1501834205,0.1179007301,21,100
Market-Adjusted Model,21539,2023-02-23,0.2666667609,0.3634423407,0.3256842803,21,100
Market-Adjusted Model,21540,2023-02-23,-0.049920873,0.0329423968,0.0090966468,21,100
Market-Adjusted Model,21541,2023-02-23,0.0736196453,0.1881424267,0.1326371646,21,100
Market-Adjusted Model,21542,2023-02-23,-0.091341577,-0.021838696,-0.032324057,21,100
Market-Adjusted Model,21543,2023-02-23,-0.193255543,-0.140573837,-0.134238024,21,100
Market-Adjusted Model,21544,2023-02-23,-0.482573747,-0.564143571,-0.423556228,21,100
Market-Adjusted Model,21546,2023-02-23,-0.560914641,-0.727289571,-0.501897122,21,100
Market-Adjusted Model,21547,2023-02-23,0.1345291177,0.2059547223,0.193546637,21,100
Market-Adjusted Model,21551,2023-02-23,0.1420902654,0.2148844739,0.2011077847,21,100
Market-Adjusted Model,21552,2023-02-23,-0.253164612,-0.221683228,-0.194147093,21,100
Market-Adjusted Model,21553,2023-02-23,-0.414746565,-0.422634519,-0.355729046,21,100
Market-Adjusted Model,21554,2023-02-23,0.1005434473,0.1684377392,0.1595609666,21,100
Market-Adjusted Model,21555,2023-02-23,-0.087217322,-0.029894117,-0.028199803,21,100
Market-Adjusted Model,21556,2023-02-23,0.2788697149,0.3275488076,0.3378872342,21,100
Market-Adjusted Model,21559,2023-02-23,0.2011340527,0.2525967945,0.260151572,21,100
Market-Adjusted Model,21560,2023-02-23,-0.17436977,-0.106761686,-0.115352251,21,100
Market-Adjusted Model,21562,2023-02-23,-0.112500041,-0.049582169,-0.053482522,21,100
Market-Adjusted Model,21563,2023-02-23,-0.3094423,-0.27652714,-0.25042478,21,100
Market-Adjusted Model,21564,2023-02-23,-0.008196687,0.060053056,0.0508208321,21,100
Market-Adjusted Model,21567,2023-02-23,0.0047438511,0.0645036822,0.0637613704,21,100
Market-Adjusted Model,21568,2023-02-23,-0.433333321,-0.371155839,-0.415642078,8,100
Market-Adjusted Model,21569,2023-02-23,-0.08235301,-0.013545557,-0.02333549,21,100
Market-Adjusted Model,21570,2023-02-23,-0.53432835,-0.592993437,-0.475310831,21,100
Market-Adjusted Model,21571,2023-02-23,0.0050021138,0.0909799481,0.0640196331,21,100
Market-Adjusted Model,21572,2023-02-23,-0.110709102,-0.044421708,-0.051691582,21,100
Market-Adjusted Model,21573,2023-02-23,-0.090533852,-0.031569956,-0.031516332,21,100
Market-Adjusted Model,21575,2023-02-23,-0.276557252,-0.235764243,-0.217539733,21,100
Market-Adjusted Model,21576,2023-02-23,0.1138613904,0.1823215948,0.1728789097,21,100
Market-Adjusted Model,21577,2023-02-23,-0.631250002,-0.848986052,-0.572232483,21,100
Market-Adjusted Model,21578,2023-02-23,-0.064748228,0.0101029984,-0.005730709,21,100
Market-Adjusted Model,21580,2023-02-23,-0.240601532,-0.193025715,-0.181584013,21,100
Market-Adjusted Model,21583,2023-02-23,-0.044326969,0.0177756764,0.0146905505,21,100
Market-Adjusted Model,21584,2023-02-23,-0.2727273,-0.224888278,-0.213709781,21,100
Market-Adjusted Model,21585,2023-02-23,0.0034466573,0.0632218234,0.0624641766,21,100
Market-Adjusted Model,21586,2023-02-23,-0.214754089,-0.170918214,-0.15573657,21,100
Market-Adjusted Model,21587,2023-02-23,-0.258261941,-0.221054845,-0.199244422,21,100
Market-Adjusted Model,21588,2023-02-23,-0.047619001,0.0334549443,0.0113985185,21,100
Market-Adjusted Model,21589,2023-02-23,-0.233245187,-0.18270467,-0.174227667,21,100
Market-Adjusted Model,21590,2023-02-23,0.0064070556,0.0661846852,0.0654245749,21,100
Market-Adjusted Model,21591,2023-02-23,-0.022917916,0.0372914856,0.0360996035,21,100
Market-Adjusted Model,21592,2023-02-23,-0.090081872,-0.025874948,-0.031064353,21,100
Market-Adjusted Model,21593,2023-02-23,-0.509905005,-0.536607776,-0.450887486,21,100
Market-Adjusted Model,21594,2023-02-23,0.0683081538,0.1315974449,0.1273256731,21,100
Market-Adjusted Model,21595,2023-02-23,-0.275833375,-0.234627291,-0.216815856,21,100
Market-Adjusted Model,21596,2023-02-23,0.1289099249,0.196601398,0.1879274442,21,100
Market-Adjusted Model,21597,2023-02-23,-0.018839129,0.0429732656,0.0401783908,21,100
Market-Adjusted Model,21598,2023-02-23,-0.101146332,-0.041129415,-0.042128813,21,100
Market-Adjusted Model,21599,2023-02-23,-0.27909737,-0.252428147,-0.22007985,21,100
Market-Adjusted Model,21600,2023-02-23,-0.068857601,-0.006438439,-0.009840082,21,100
Market-Adjusted Model,21601,2023-02-23,-0.256616756,-0.164546856,-0.197599237,21,100
Market-Adjusted Model,21604,2023-02-23,-0.404761881,-0.431237311,-0.345744361,21,100
Market-Adjusted Model,21605,2023-02-23,-0.119389164,-0.064656772,-0.060371645,21,100
Market-Adjusted Model,21606,2023-02-23,-0.303637722,-0.28265841,-0.244620202,21,100
Market-Adjusted Model,21607,2023-02-23,0.0101500214,0.0727323577,0.0691675407,21,100
Market-Adjusted Model,21608,2023-02-23,-0.119999973,-0.063402788,-0.060982453,21,100
Market-Adjusted Model,21609,2023-02-23,-0.258608908,-0.232839906,-0.199591389,21,100
Market-Adjusted Model,21612,2023-02-23,-0.151422365,-0.093006581,-0.092404846,21,100
Market-Adjusted Model,21613,2023-02-23,-0.03895349,0.0235264527,0.0200640295,21,100
Market-Adjusted Model,21614,2023-02-23,0.2763877134,0.3356404259,0.3354052327,21,100
Market-Adjusted Model,21615,2023-02-23,-0.077952462,-0.02016085,-0.018934943,21,100
Market-Adjusted Model,21616,2023-02-23,-0.054229169,0.0058078417,0.0047883501,21,100
Market-Adjusted Model,21617,2023-02-23,-0.03426121,0.0349599094,0.0247563094,21,100
Market-Adjusted Model,21619,2023-02-23,0.0009900272,0.0607614629,0.0600075465,21,100
Market-Adjusted Model,21620,2023-02-23,-0.047725995,0.0121316679,0.0112915242,21,100
Market-Adjusted Model,21621,2023-02-23,-0.01615436,0.0435915001,0.0428631594,21,100
Market-Adjusted Model,21622,2023-02-23,-0.032202423,0.0274373752,0.0268150966,21,100
Market-Adjusted Model,21623,2023-02-23,-0.059120443,0.0020066583,-0.000102924,21,100
Market-Adjusted Model,21624,2023-02-23,-0.31400966,-0.304489028,-0.25499214,21,100
Market-Adjusted Model,21625,2023-02-23,0.0079601914,0.0677178018,0.0669777108,21,100
Market-Adjusted Model,21626,2023-02-23,-0.083775389,-0.02047671,-0.02475787,21,100
Market-Adjusted Model,21628,2023-02-23,0.0049703198,0.0647358232,0.0639878392,21,100
Market-Adjusted Model,21631,2023-02-23,-0.031631766,0.0282132283,0.0273857538,21,100
Market-Adjusted Model,21633,2023-02-23,-0.020963849,0.0390856189,0.0380536707,21,100
Market-Adjusted Model,21635,2023-02-23,-0.034214709,0.0253272802,0.0248028103,21,100
Market-Adjusted Model,21636,2023-02-23,-0.031870748,0.0276165165,0.0271467712,21,100
Market-Adjusted Model,21639,2023-02-23,-0.029964456,0.0296068196,0.029053063,21,100
Market-Adjusted Model,21640,2023-02-23,-0.035716508,0.0268624228,0.023301011,21,100
Market-Adjusted Model,21641,2023-02-23,-0.394904488,-0.407886618,-0.335886969,21,100
Market-Adjusted Model,21642,2023-02-23,-0.016862989,0.0429402916,0.0421545299,21,100
Market-Adjusted Model,21643,2023-02-23,-0.047213812,0.012410101,0.0118037077,21,100
Market-Adjusted Model,21644,2023-02-23,0.0069514055,0.0667081435,0.0659689248,21,100
Market-Adjusted Model,21647,2023-02-23,-0.02183715,0.0379424171,0.0371803691,21,100
Market-Adjusted Model,21648,2023-02-23,-0.1375851,-0.086046309,-0.078567581,21,100
Market-Adjusted Model,21649,2023-02-23,-0.054054093,0.0052527614,0.0049634261,21,100
Market-Adjusted Model,21650,2023-02-23,-0.042481078,0.017192959,0.0165364418,21,100
Market-Adjusted Model,21651,2023-02-23,-0.00422686,0.0555498703,0.0547906592,21,100
Market-Adjusted Model,21652,2023-02-23,-0.036989196,0.0233159786,0.0220283229,21,100
Market-Adjusted Model,21655,2023-02-23,-0.029002298,0.0307268492,0.0300152212,21,100
Market-Adjusted Model,21656,2023-02-23,-0.028014207,0.0317117017,0.0310033127,21,100
Market-Adjusted Model,21657,2023-02-23,-0.021893085,0.0382985986,0.037124434,21,100
Market-Adjusted Model,21658,2023-02-23,-0.058303452,0.0006894024,0.0007140671,21,100
Market-Adjusted Model,21659,2023-02-23,-0.144275103,-0.090702729,-0.085257584,21,100
Market-Adjusted Model,21660,2023-02-23,-0.049898758,0.0092943629,0.0091187617,21,100
Market-Adjusted Model,21663,2023-02-23,-0.056934295,0.0471787219,0.002083224,21,100
Market-Adjusted Model,21664,2023-02-23,-0.058823568,0.011648761,0.000193951,21,100
Market-Adjusted Model,21665,2023-02-23,-0.007530102,0.0539614426,0.0514874175,21,100
Market-Adjusted Model,21666,2023-02-23,-0.046819219,0.0124440935,0.0121983005,21,100
Market-Adjusted Model,21667,2023-02-23,-0.050453698,0.0087963826,0.0085638214,21,100
Market-Adjusted Model,21668,2023-02-23,-0.042879744,0.0164985229,0.0161377754,21,100
Market-Adjusted Model,21669,2023-02-23,-0.034728176,0.0248223554,0.0242893429,21,100
Market-Adjusted Model,21670,2023-02-23,-0.035406445,0.0241080137,0.0236110739,21,100
Market-Adjusted Model,21671,2023-02-23,0.0030679602,0.0628486331,0.0620854795,21,100
Market-Adjusted Model,21674,2023-02-23,-0.050484398,0.0088106873,0.0085331213,21,100
Market-Adjusted Model,21676,2023-02-23,-0.233545672,-0.193720826,-0.174528152,21,100
Market-Adjusted Model,21677,2023-02-23,-0.035652869,0.0242165676,0.0233646501,21,100
Market-Adjusted Model,21678,2023-02-23,-0.058243416,0.0005277549,0.0007741031,21,100
Market-Adjusted Model,21679,2023-02-23,-0.072942782,-0.01326365,-0.013925263,21,100
Market-Adjusted Model,21681,2023-02-23,-0.049766519,0.009502489,0.009251,21,100
Market-Adjusted Model,21682,2023-02-23,-0.0528252,0.0063737239,0.0061923195,21,100
Market-Adjusted Model,21683,2023-02-23,-0.301587274,-0.289823943,-0.242569755,21,100
Market-Adjusted Model,21684,2023-02-23,-0.097087347,-0.03276285,-0.038069828,21,100
Market-Adjusted Model,21685,2023-02-23,0.0308908269,0.1181079609,0.0899083462,21,100
Market-Adjusted Model,21686,2023-02-23,-0.236842091,-0.191254102,-0.177824571,21,100
Market-Adjusted Model,21690,2023-02-23,0.058058934,0.1183282779,0.1170764533,21,100
Market-Adjusted Model,21691,2023-02-23,-0.169300176,-0.115311507,-0.110282657,21,100
Market-Adjusted Model,21692,2023-02-23,-0.158469939,-0.089481562,-0.09945242,21,100
Market-Adjusted Model,21693,2023-02-23,-0.146031757,-0.086720612,-0.087014237,21,100
Market-Adjusted Model,21694,2023-02-23,0.1819105638,0.2377655542,0.2409280831,21,100
Market-Adjusted Model,21695,2023-02-23,-0.098976096,-0.039800797,-0.039958577,21,100
Market-Adjusted Model,21698,2023-02-23,-0.195121953,-0.147188372,-0.136104433,21,100
Market-Adjusted Model,21700,2023-02-23,0.0088075909,0.0685711483,0.0678251102,21,100
Market-Adjusted Model,21701,2023-02-23,-0.034271753,0.0335587429,0.024745766,21,100
Market-Adjusted Model,21702,2023-02-23,-0.228495819,-0.179254539,-0.1694783,21,100
Market-Adjusted Model,21703,2023-02-23,-0.069941728,-0.010307539,-0.010924209,21,100
Market-Adjusted Model,21704,2023-02-23,0.0170615498,0.0768944257,0.0760790691,21,100
Market-Adjusted Model,21705,2023-02-23,-0.239130421,-0.185885135,-0.180112902,21,100
Market-Adjusted Model,21707,2023-02-23,-0.250340093,-0.213847522,-0.191322574,21,100
Market-Adjusted Model,21708,2023-02-23,-0.011774551,0.0500243962,0.0472429685,21,100
Market-Adjusted Model,21711,2023-02-23,0.0049800989,0.0647452204,0.0639976182,21,100
Market-Adjusted Model,21712,2023-02-23,0.1463414693,0.2465702662,0.2053589886,21,100
Market-Adjusted Model,21713,2023-02-23,-0.071287152,-0.011902305,-0.012269633,21,100
Market-Adjusted Model,21714,2023-02-23,-0.33325759,-0.306887348,-0.27424007,21,100
Market-Adjusted Model,21716,2023-02-23,-0.052841451,0.010027555,0.0061760682,21,100
Market-Adjusted Model,21720,2023-02-23,-0.304207067,-0.285531156,-0.245189548,21,100
Market-Adjusted Model,21721,2023-02-23,-0.098284402,-0.033559636,-0.039266883,21,100
Market-Adjusted Model,21722,2023-02-23,-0.162097872,-0.107965992,-0.103080353,21,100
Market-Adjusted Model,21723,2023-02-23,-0.105213322,-0.043247963,-0.046195803,21,100
Market-Adjusted Model,21724,2023-02-23,-0.33888884,-0.316360984,-0.27987132,21,100
Market-Adjusted Model,21727,2023-02-23,-0.141391898,-0.089910136,-0.082374379,21,100
Market-Adjusted Model,21728,2023-02-23,-0.01862847,0.0411940934,0.0403890496,21,100
Market-Adjusted Model,21729,2023-02-23,-0.379155457,-0.397594092,-0.320137938,21,100
Market-Adjusted Model,21730,2023-02-23,-0.145945932,-0.078954223,-0.086928413,21,100
Market-Adjusted Model,21732,2023-02-23,0.7457211495,0.6639631134,0.8047386688,21,100
Market-Adjusted Model,21735,2023-02-23,-0.380733958,-0.393662731,-0.321716439,21,100
Market-Adjusted Model,21736,2023-02-23,0.0869565298,0.1572528825,0.1459740491,21,100
Market-Adjusted Model,21737,2023-02-23,-0.114832491,-0.043223397,-0.055814972,21,100
Market-Adjusted Model,21738,2023-02-23,-0.101383895,-0.044997007,-0.042366375,21,100
Market-Adjusted Model,21740,2023-02-23,-0.007766982,0.0555920778,0.0512505371,21,100
Market-Adjusted Model,21742,2023-02-23,-0.03101362,0.0301663967,0.0280038993,21,100
Market-Adjusted Model,21743,2023-02-23,-0.429597098,-0.467721644,-0.370579579,21,100
Market-Adjusted Model,21744,2023-02-23,-0.284263981,-0.245947189,-0.225246461,21,100
Market-Adjusted Model,21745,2023-02-23,-0.163636381,-0.107371583,-0.104618862,21,100
Market-Adjusted Model,21746,2023-02-23,-0.015345313,0.0449790755,0.0436722059,21,100
Market-Adjusted Model,21747,2023-02-23,-0.03614037,0.0388494906,0.0228771489,21,100
Market-Adjusted Model,21748,2023-02-23,0.0232558798,0.1033942002,0.0822733992,21,100
Market-Adjusted Model,21749,2023-02-23,-0.098837165,-0.024014289,-0.039819646,21,100
Market-Adjusted Model,21750,2023-02-23,0.1096979398,0.2785164881,0.1687154591,21,100
Market-Adjusted Model,21751,2023-02-23,0.0082131788,0.0679440999,0.0672306981,21,100
Market-Adjusted Model,21752,2023-02-23,0.0014130373,0.0612109306,0.0604305566,21,100
Market-Adjusted Model,21753,2023-02-23,0.0847118648,0.1449079759,0.1437293841,21,100
Market-Adjusted Model,21754,2023-02-23,-0.313131318,-0.291206985,-0.254113799,21,100
Market-Adjusted Model,21755,2023-02-23,0.0114832429,0.0711950503,0.0705007622,21,100
Market-Adjusted Model,21756,2023-02-23,0.130434782,0.1982076774,0.1894523013,21,100
Market-Adjusted Model,21757,2023-02-23,-0.193710949,-0.142949466,-0.134693429,21,100
Market-Adjusted Model,21758,2023-02-23,-0.124663765,-0.035929228,-0.065646245,21,100
Market-Adjusted Model,21759,2023-02-23,-0.195301022,-0.105558242,-0.136283502,21,100
Market-Adjusted Model,21760,2023-02-23,-0.262822797,-0.1096732,-0.203805278,21,100
Market-Adjusted Model,21761,2023-02-23,-0.053435056,0.0287360264,0.0055824629,21,100
Market-Adjusted Model,21762,2023-02-23,0.0856934843,0.160330478,0.1447110036,21,100
Market-Adjusted Model,21763,2023-02-23,1.7801419965,1.365450787,1.8391595159,21,100
Market-Adjusted Model,21764,2023-02-23,-0.198680937,-0.148686215,-0.139663417,21,100
Market-Adjusted Model,21765,2023-02-23,0.0059229479,0.0656960728,0.0649404672,21,100
Market-Adjusted Model,21766,2023-02-23,-0.038537582,0.0216227279,0.0204799371,21,100
Market-Adjusted Model,21767,2023-02-23,-0.021409435,0.0460573001,0.0376080841,21,100
Market-Adjusted Model,21770,2023-02-23,-0.218623515,-0.174659469,-0.159605996,21,100
Market-Adjusted Model,21771,2023-02-23,0.1066666403,0.2168090906,0.1656841596,21,100
Market-Adjusted Model,21773,2023-02-23,-0.027672352,0.0325840024,0.0313451672,21,100
Market-Adjusted Model,21774,2023-02-23,0.0141999726,0.0742382299,0.073217492,21,100
Market-Adjusted Model,21775,2023-02-23,-0.016536276,0.0433093019,0.0424812431,21,100
Market-Adjusted Model,21776,2023-02-23,0.0030289181,0.0648822269,0.0620464374,21,100
Market-Adjusted Model,21778,2023-02-23,0.6777778223,0.6142811406,0.7367953416,21,100
Market-Adjusted Model,21779,2023-02-23,0.0068965423,0.1230369186,0.0659140617,21,100
Market-Adjusted Model,21780,2023-02-23,2.7258091638,2.0465766619,2.7848266831,21,100
Market-Adjusted Model,21781,2023-02-23,0.0564448245,0.1156647475,0.1154623438,21,100
Market-Adjusted Model,21782,2023-02-23,-0.106796079,-0.042789288,-0.04777856,21,100
Market-Adjusted Model,21783,2023-02-23,-0.053786939,0.0126618164,0.0052305804,21,100
Market-Adjusted Model,21786,2023-02-23,-0.356655303,-0.344547425,-0.297637784,21,100
Market-Adjusted Model,21787,2023-02-23,-0.120893723,-0.053558675,-0.061876203,21,100
Market-Adjusted Model,21788,2023-02-23,-0.129770967,-0.062118963,-0.070753447,21,100
Market-Adjusted Model,21789,2023-02-23,-0.018292637,-0.000778011,-0.000601394,8,100
Market-Adjusted Model,21790,2023-02-23,-0.156862718,-0.099057561,-0.097845199,21,100
Market-Adjusted Model,21791,2023-02-23,0.043480416,0.1224435513,0.1024979354,21,100
Market-Adjusted Model,21792,2023-02-23,-0.052284855,0.0078702497,0.0067326644,21,100
Market-Adjusted Model,21794,2023-02-23,-0.58749989,-0.732056486,-0.52848237,21,100
Market-Adjusted Model,21795,2023-02-23,0.0057852771,0.0657038816,0.0648027964,21,100
Market-Adjusted Model,21796,2023-02-23,-0.017848703,0.0425171934,0.0411688166,21,100
Market-Adjusted Model,21797,2023-02-23,0.0021919504,0.0619507462,0.0612094697,21,100
Market-Adjusted Model,21798,2023-02-23,-0.053481876,0.0057507112,0.0055356431,21,100
Market-Adjusted Model,21799,2023-02-23,-0.088888892,-0.002047652,-0.029871373,21,100
Market-Adjusted Model,21800,2023-02-23,-0.044370792,0.0152317652,0.0146467275,21,100
Market-Adjusted Model,21801,2023-02-23,-0.057867888,0.0010942225,0.0011496317,21,100
Market-Adjusted Model,21802,2023-02-23,-0.014016205,0.0458124631,0.0450013139,21,100
Market-Adjusted Model,21803,2023-02-23,-0.044619037,0.0148279112,0.0143984826,21,100
Market-Adjusted Model,21804,2023-02-23,-0.057651063,0.0012955088,0.0013664565,21,100
Market-Adjusted Model,21807,2023-02-23,-0.106237609,-0.036818887,-0.04722009,21,100
Market-Adjusted Model,21808,2023-02-23,-0.016210769,0.0434806422,0.0428067507,21,100
Market-Adjusted Model,21809,2023-02-23,-0.110367869,-0.045281567,-0.051350349,21,100
Market-Adjusted Model,21811,2023-02-23,-0.067263527,-0.007636282,-0.008246008,21,100
Market-Adjusted Model,21812,2023-02-23,-0.045296666,0.0141901486,0.0137208536,21,100
Market-Adjusted Model,21814,2023-02-23,-0.063245044,-0.003989625,-0.004227524,21,100
Market-Adjusted Model,21815,2023-02-23,-0.054804439,0.0047117829,0.0042130807,21,100
Market-Adjusted Model,21816,2023-02-23,-0.079298817,-0.021187483,-0.020281298,21,100
Market-Adjusted Model,21817,2023-02-23,0.0540907726,0.1138639399,0.1131082919,21,100
Market-Adjusted Model,21818,2023-02-23,-0.034005773,0.0271095611,0.0250117464,21,100
Market-Adjusted Model,21819,2023-02-23,-0.053290298,0.0057846656,0.0057272213,21,100
Market-Adjusted Model,21820,2023-02-23,0.0064229776,0.0662727503,0.0654404969,21,100
Market-Adjusted Model,21822,2023-02-23,0.0069033227,0.0667080864,0.065920842,21,100
Market-Adjusted Model,21823,2023-02-23,0.0063075767,0.0660544282,0.0653250961,21,100
Market-Adjusted Model,21824,2023-02-23,0.007820223,0.0675592274,0.0668377423,21,100
Market-Adjusted Model,21825,2023-02-23,0.0053913921,0.065177534,0.0644089114,21,100
Market-Adjusted Model,21827,2023-02-23,-0.198181843,-0.154091135,-0.139164324,21,100
Market-Adjusted Model,21828,2023-02-23,-0.101249879,-0.028160996,-0.04223236,21,100
Market-Adjusted Model,21829,2023-02-23,-0.139784947,-0.011487579,-0.080767427,21,100
Market-Adjusted Model,21830,2023-02-23,-0.052602926,0.014404629,0.0064145934,21,100
Market-Adjusted Model,21831,2023-02-23,-0.162499983,-0.076150643,-0.103482464,21,100
Market-Adjusted Model,21832,2023-02-23,-0.189189204,-0.138715701,-0.130171685,21,100
Market-Adjusted Model,21833,2023-02-23,0.0043166463,0.0643323159,0.0633341656,21,100
Market-Adjusted Model,21834,2023-02-23,0.149621204,0.2167307495,0.2086387233,21,100
Market-Adjusted Model,21835,2023-02-23,-0.37391302,-0.365083594,-0.314895501,21,100
Market-Adjusted Model,21836,2023-02-23,-0.276400641,-0.236197209,-0.217383121,21,100
Market-Adjusted Model,21837,2023-02-23,-0.028691496,0.0489900188,0.0303260233,21,100
Market-Adjusted Model,21838,2023-02-23,-0.000526227,0.0606325281,0.0584912925,21,100
Market-Adjusted Model,21841,2023-02-23,-0.028571383,0.0487703432,0.0304461363,21,100
Market-Adjusted Model,21842,2023-02-23,0.0126210481,0.1594133018,0.0716385674,21,100
Market-Adjusted Model,21843,2023-02-23,-0.079330881,-0.017981494,-0.020313362,21,100
Market-Adjusted Model,21844,2023-02-23,-0.079416571,-0.00014581,-0.020399052,21,100
Market-Adjusted Model,21845,2023-02-23,0.0098912351,0.0696097551,0.0689087544,21,100
Market-Adjusted Model,21851,2023-02-23,-0.004739358,0.059290023,0.0542781611,21,100
Market-Adjusted Model,21852,2023-02-23,0.0039643177,0.0637292933,0.062981837,21,100
Market-Adjusted Model,21853,2023-02-23,-0.054687446,0.0081721609,0.0043300728,21,100
Market-Adjusted Model,21854,2023-02-23,4.328804E-11,0.0597636812,0.0590175194,21,100
Market-Adjusted Model,21855,2023-02-23,0.0098911407,0.0696221854,0.06890866,21,100
Market-Adjusted Model,21858,2023-02-23,0.0084661401,0.068216982,0.0674836594,21,100
Market-Adjusted Model,21859,2023-02-23,0.0074037325,0.0671610167,0.0664212518,21,100
Market-Adjusted Model,21860,2023-02-23,-0.239130456,-0.184712317,-0.180112937,21,100
Market-Adjusted Model,21861,2023-02-23,0.0362889927,0.096412559,0.095306512,21,100
Market-Adjusted Model,21862,2023-02-23,0.0084111615,0.0857630706,0.0674286808,21,100
Market-Adjusted Model,21863,2023-02-23,-0.580052493,-0.687753918,-0.521034974,21,100
Market-Adjusted Model,21866,2023-02-23,0.2064631341,0.2763166803,0.2654806535,21,100
Market-Adjusted Model,21867,2023-02-23,0.0068965462,0.0683218749,0.0659140655,21,100
Market-Adjusted Model,21868,2023-02-23,-0.016896363,0.0433079548,0.0421211568,21,100
Market-Adjusted Model,21869,2023-02-23,-0.011595962,0.0482963979,0.0474215571,21,100
Market-Adjusted Model,21870,2023-02-23,-0.058020418,0.0016670953,0.0009971008,21,100
Market-Adjusted Model,21874,2023-02-23,-0.170175409,-0.113718961,-0.11115789,21,100
Market-Adjusted Model,21875,2023-02-23,0.249307589,0.3385179445,0.3083251083,21,100
Market-Adjusted Model,21876,2023-02-23,0.0111921923,0.0710064929,0.0702097116,21,100
Market-Adjusted Model,21878,2023-02-23,-0.072558381,-0.010652414,-0.013540862,21,100
Market-Adjusted Model,21879,2023-02-23,-0.662337668,-0.733267362,-0.603320148,21,100
Market-Adjusted Model,21882,2023-02-23,-0.114970333,-0.06065631,-0.055952814,21,100
Market-Adjusted Model,21883,2023-02-23,0.0049800987,0.0647522363,0.063997618,21,100
Market-Adjusted Model,21884,2023-02-23,0.0125241887,0.0722272503,0.0715417081,21,100
Market-Adjusted Model,21885,2023-02-23,-0.23170733,-0.129053936,-0.172689811,21,100
Market-Adjusted Model,21886,2023-02-23,0.0600000229,0.1267549466,0.1190175422,21,100
Market-Adjusted Model,21887,2023-02-23,-0.476401176,-0.525188197,-0.417383657,21,100
Market-Adjusted Model,21888,2023-02-23,0.0059641616,0.0657418616,0.0649816809,21,100
Market-Adjusted Model,21889,2023-02-23,-0.44737199,-0.49910341,-0.388354471,21,100
Market-Adjusted Model,21890,2023-02-23,-0.175244496,-0.119100651,-0.116226977,21,100
Market-Adjusted Model,21891,2023-02-23,-0.142748673,-0.078741784,-0.083731154,21,100
Market-Adjusted Model,21892,2023-02-23,-0.122986083,-0.060555909,-0.063968563,21,100
Market-Adjusted Model,21893,2023-02-23,-0.26082863,-0.220069328,-0.201811111,21,100
Market-Adjusted Model,21894,2023-02-23,0.0055110525,0.0655392672,0.0645285718,21,100
Market-Adjusted Model,21895,2023-02-23,-0.107992655,-0.045414843,-0.048975136,21,100
Market-Adjusted Model,21896,2023-02-23,-0.235048057,-0.168287101,-0.176030537,21,100
Market-Adjusted Model,21897,2023-02-23,-0.181107962,-0.130656974,-0.122090443,21,100
Market-Adjusted Model,21898,2023-02-23,-0.239263777,-0.204583886,-0.180246258,21,100
Market-Adjusted Model,21903,2023-02-23,0.032345639,0.0995131698,0.0913631583,21,100
Market-Adjusted Model,21904,2023-02-23,-0.190598838,-0.131521003,-0.131581319,21,100
Market-Adjusted Model,21905,2023-02-23,-0.263897716,-0.232862923,-0.204880197,21,100
Market-Adjusted Model,21906,2023-02-23,0.0249972951,0.0879580802,0.0840148144,21,100
Market-Adjusted Model,21907,2023-02-23,-0.154228827,-0.097193719,-0.095211308,21,100
Market-Adjusted Model,21908,2023-02-23,0.004980099,0.0647425334,0.0639976183,21,100
Market-Adjusted Model,21909,2023-02-23,-0.678034098,-0.908565995,-0.619016578,21,100
Market-Adjusted Model,21910,2023-02-23,0.0004768828,0.0602606191,0.0594944021,21,100
Market-Adjusted Model,21911,2023-02-23,0.0059288005,0.0656884558,0.0649463198,21,100
